#"Step","Temperature (K)"
701000,295.60760253514655
702000,296.0046924758113
703000,297.9984392594619
704000,298.8410110348813
705000,295.7946582034813
706000,296.7506678354247
707000,294.89962031580706
708000,295.49436547440166
709000,296.631224105556
710000,294.4525820492214
711000,295.07849227541556
712000,298.4515139918996
713000,296.37714513454756
714000,295.02499039649723
715000,296.6375860757965
716000,297.737227641287
717000,295.16064664956787
718000,296.65469465250806
719000,295.70091413789527
720000,295.42754326253765
721000,297.9523703490163
722000,294.9821460415752
723000,294.83355231545244
724000,296.6142846729767
725000,297.63762981722994
726000,294.76302956386974
727000,296.84117692588154
728000,295.8934868725495
729000,297.9701956198249
730000,295.5530786013812
731000,297.49749719858227
732000,296.87936540308283
733000,296.3465112885464
734000,297.4788017777095
735000,295.8894329568546
736000,296.3586720075069
737000,296.77880229021594
738000,297.0931391757388
739000,295.0891456629993
740000,295.66908999151445
741000,296.063653425262
742000,295.0702824392576
743000,296.3654492372257
744000,297.68000314818823
745000,296.6834892434692
746000,296.8235416038474
747000,296.5506643856163
748000,296.4864726104163
749000,295.2125897403474
750000,297.09460781600364
751000,295.2429362160545
752000,297.9011754125054
753000,296.84732301766553
754000,295.05789406567214
755000,296.70342097282685
756000,296.99732953143047
757000,295.9933825089018
758000,295.33195928171733
759000,297.94512134484324
760000,297.13815314308306
761000,293.58992271959323
762000,299.3461107589074
763000,294.0916730969071
764000,297.83855146000076
765000,295.1904847529067
766000,295.88652353861477
767000,297.2135488622949
768000,296.9068494336194
769000,295.64438677365905
770000,296.9088216323322
771000,295.1893818770663
772000,296.46138663939087
773000,296.702223789303
774000,295.55870987359214
775000,296.03611917949775
776000,296.42356229083686
777000,297.21802372066054
778000,297.4044895081555
779000,294.0563525218982
780000,294.9179628283981
781000,296.06985472889454
782000,296.02529904780135
783000,294.9668469808694
784000,295.2393379504254
785000,297.34033754421534
786000,295.503062996674
787000,296.1175078287014
788000,296.5914077057206
789000,296.5776801038224
790000,294.7919579763218
791000,295.4657664296786
792000,297.31120847640244
793000,297.58139080283064
794000,294.19931131296534
795000,296.20625621111725
796000,294.00062264561353
797000,296.00722417132965
798000,297.65442095515596
799000,294.3778608801669
800000,297.9432246476309
801000,296.3353706375168
802000,298.9262718080728
803000,295.3686809734631
804000,297.67950210546536
805000,297.5032688139884
806000,296.6261695819348
807000,296.2245551804909
808000,295.57487782603005
809000,297.6915476144508
810000,295.97837014173075
811000,293.3724642066769
812000,299.10343168263694
813000,295.9657423487902
814000,296.15796920038355
815000,295.71003587966817
816000,296.484685667991
817000,295.1209469435362
818000,296.77817523520775
819000,299.8560358840627
820000,297.2762102162849
821000,296.96598571226303
822000,298.1073911557181
823000,295.514454772949
824000,296.61526059783426
825000,297.41620471084644
826000,295.9664476907492
827000,294.3171365772857
828000,295.087066611747
829000,294.93495870748336
830000,296.2828350966985
831000,296.30490385562223
832000,296.54285670741746
833000,295.01797618168837
834000,295.2828915851688
835000,294.48746477104874
836000,298.20327094820743
837000,295.8037807276962
838000,298.296948141857
839000,295.7081618185325
840000,295.14025873921577
841000,295.27208068562044
842000,295.8708185478487
843000,295.0553234237279
844000,297.83269730480794
845000,294.626492154276
846000,297.3499377724867
847000,293.8872355545283
848000,296.7595526892821
849000,296.93137695723277
850000,296.80111516164476
851000,295.7402168237341
852000,298.88099951568284
853000,295.824462171178
854000,294.7012156987423
855000,296.1505966058101
856000,297.0569447813611
857000,297.91770942347415
858000,298.56669734648574
859000,296.3341071415638
860000,293.42245967787744
861000,297.9392583903305
862000,294.1688022449032
863000,295.9369190447532
864000,296.76111192251574
865000,297.3951595981109
866000,296.54112621179917
867000,294.0260183445734
868000,296.8824398469487
869000,297.5242640062348
870000,296.33092703727493
871000,297.20709361367796
872000,295.81159044191156
873000,297.63709232643913
874000,296.29082526979784
875000,296.97376939645255
876000,294.74346246104847
877000,294.64602283058815
878000,296.1672439524523
879000,295.3078171319943
880000,298.9940857545278
881000,297.5066792506295
882000,295.4816326411413
883000,296.5953569638855
884000,297.37969258106
885000,295.9752448759967
886000,295.5421505589261
887000,296.9694357772296
888000,295.3131316092028
889000,296.1596877127913
890000,296.10511086983394
891000,297.55099530310247
892000,296.01309867806185
893000,297.7748707970402
894000,295.5474104708643
895000,296.52011269381956
896000,293.48606631535586
897000,297.05623709639036
898000,296.17795062346255
899000,297.40650318816483
900000,296.2400945761785
901000,296.6891497800026
902000,294.52252231166653
903000,295.9552386395926
904000,295.3386501619922
905000,295.6055797886313
906000,296.8223799229001
907000,295.59573041266174
908000,295.5425177436274
909000,296.8383143581306
910000,297.03580019993234
911000,297.3133804419151
912000,297.4330664418671
913000,295.19827140522716
914000,294.7234829398922
915000,295.99548791279244
916000,295.7069186175239
917000,296.796411334836
918000,294.3746658392525
919000,294.8410209250749
920000,295.9001210104614
921000,296.1547129695236
922000,296.6387929076153
923000,296.2401592975821
924000,297.4836652078264
925000,296.0964207572714
926000,296.4968652213879
927000,296.65551246983756
928000,294.8145041737197
929000,297.12755223323603
930000,298.47965769155735
931000,296.4778605049216
932000,298.59649469553614
933000,297.0515725308284
934000,296.17447533338986
935000,295.4250295416092
936000,295.0285556945396
937000,297.60495126340567
938000,298.76981305030034
939000,293.764487467311
940000,294.60595315552274
941000,295.42126157663466
942000,298.0787582601682
943000,294.96326746315935
944000,297.7288294982814
945000,295.67886928077564
946000,294.89416299917497
947000,295.5427390846531
948000,296.26597978247804
949000,296.9441702434493
950000,297.07566590899853
951000,297.1033086319934
952000,296.75812724819264
953000,295.60651483831447
954000,297.7670718427424
955000,295.7730062056628
956000,296.0681548528559
957000,293.4852011794567
958000,295.22377300104654
959000,296.6217647996982
960000,295.9850010283127
961000,296.35676215719326
962000,296.73998814860386
963000,296.496702767639
964000,295.942962824458
965000,297.28932454435414
966000,296.10800379359193
967000,295.59924344319677
968000,296.8009682973388
969000,294.78127425068783
970000,295.8389287018729
971000,298.25481667509223
972000,296.0095472463883
973000,296.24757629530194
974000,296.48145869542384
975000,297.77531517317664
976000,295.91559450536346
977000,296.96266145990535
978000,295.97013149172153
979000,296.9846778911118
980000,296.1908503308936
981000,297.1075794194821
982000,295.29070148818283
983000,296.403444532127
984000,296.26723114194135
985000,294.9971464884263
986000,296.9191477412291
987000,298.0559995664792
988000,295.85211200113457
989000,297.2969282676398
