#"Step","Temperature (K)"
701000,296.1587511081105
702000,296.1797702964999
703000,296.1599773928953
704000,296.0549538153286
705000,296.4077613608561
706000,296.1954439687578
707000,296.3589718719373
708000,299.1662957824795
709000,298.6740271981914
710000,297.09162959893865
711000,296.05937550724735
712000,297.20400558220797
713000,297.2657403023422
714000,295.3686921242204
715000,295.8016216852167
716000,295.49900565992505
717000,296.77888054533923
718000,297.5110525796925
719000,294.1429141776733
720000,297.2152843178187
721000,296.0587444715313
722000,297.6018450897102
723000,296.4937827540383
724000,297.27183695161466
725000,294.3042775372094
726000,297.1523634726463
727000,294.8995743490443
728000,296.24645989189014
729000,293.6927572185797
730000,297.89990236526495
731000,296.54810949691165
732000,296.7885089378798
733000,297.4376706664214
734000,295.3494872289766
735000,295.4098821830441
736000,298.28026459899644
737000,295.0648739543334
738000,298.10340846032045
739000,297.09375687709195
740000,296.51614292525574
741000,295.2764137513792
742000,296.52636610180343
743000,296.13517574888346
744000,296.4676923088895
745000,295.0126945994385
746000,296.79787972488236
747000,295.2382700137143
748000,295.2743540083815
749000,295.6138061743554
750000,294.8156820448804
751000,296.60680171232974
752000,299.0732033519005
753000,296.18012841884325
754000,296.1411143899556
755000,296.94549328370454
756000,295.3322330431796
757000,295.58708885246045
758000,297.8938102434958
759000,295.2840475348749
760000,296.3429628791447
761000,296.86785229961623
762000,296.4734049389642
763000,295.11186845037474
764000,296.1219999096136
765000,296.90081408913636
766000,295.9898203075179
767000,296.1738728346163
768000,295.4170461794403
769000,296.90926738401964
770000,295.37370316340866
771000,296.1934844841349
772000,296.06498142633535
773000,295.50664592992115
774000,297.60232973553997
775000,295.4458077213656
776000,295.5384440061045
777000,296.3439456592393
778000,296.9725848216817
779000,297.20858231474125
780000,295.62579694514443
781000,293.6079259028189
782000,297.17602386816185
783000,296.2855871583821
784000,295.80860773992373
785000,295.85436910086054
786000,295.7175180667556
787000,296.21242800794323
788000,296.4166693766331
789000,296.034439623249
790000,294.1169957208795
791000,297.20259773216844
792000,295.93187638006725
793000,296.4948451781907
794000,298.4564883033204
795000,294.88639361053765
796000,295.5210625226847
797000,297.24610092525825
798000,295.72958498621455
799000,297.9468784661304
800000,297.1533831492995
801000,296.82209456024333
802000,295.9413555616292
803000,297.2754205900268
804000,298.08330923515854
805000,295.1153727784356
806000,295.97318400596635
807000,296.11973491154225
808000,297.297966043948
809000,293.8519134831349
810000,297.0731012789492
811000,295.3539503269963
812000,298.73944150011846
813000,294.98629439125415
814000,295.16224093005184
815000,295.9025548084938
816000,297.6017529765285
817000,296.41311820500306
818000,294.51609958338884
819000,297.47618030594595
820000,295.9279157017916
821000,294.6155872641433
822000,297.0388498188164
823000,296.5216538654329
824000,295.5539551611017
825000,297.22892401015156
826000,296.15635755347375
827000,295.4923669411304
828000,295.7408510901811
829000,295.6765339051229
830000,295.56383846294636
831000,298.4298048457181
832000,295.95995886139076
833000,296.18111023912775
834000,296.031041441237
835000,295.40405490418897
836000,296.10094478652536
837000,295.28866264844754
838000,298.0503888127013
839000,297.6999451733868
840000,295.84165820861705
841000,296.3728144136403
842000,295.4686820230487
843000,297.5267740739193
844000,295.7898108365679
845000,296.77104117836143
846000,295.8535015916378
847000,297.0378623314904
848000,296.1442667650878
849000,294.73892483403733
850000,297.1414649839323
851000,295.81014447531334
852000,294.8206139719868
853000,296.6096285890421
854000,295.7016175784814
855000,298.2647081428917
856000,296.9303258974981
857000,297.54400176207855
858000,296.03813876422385
859000,295.0536601051157
860000,297.499006598537
861000,298.16039834581363
862000,295.33557212453763
863000,294.29893858767906
864000,297.1409082765826
865000,298.72415005777356
866000,297.0453574099225
867000,296.00624313365523
868000,296.0177813461454
869000,297.31411726416627
870000,296.83939502905434
871000,296.3387845771216
872000,297.2198502397235
873000,296.26322017916993
874000,295.9207381135659
875000,295.8046785286046
876000,295.6875566598131
877000,295.2433573866829
878000,297.0417789197886
879000,297.4730245660174
880000,295.10777300507334
881000,296.37891223686864
882000,297.6440984045139
883000,298.29650109083747
884000,295.29645507021365
885000,296.62782657883594
886000,295.5422992479534
887000,297.2309000443079
888000,296.10506320252483
889000,296.5709650570246
890000,297.050963656825
891000,294.58155020259073
892000,297.0596121588436
893000,295.5152958837506
894000,298.4366474769646
895000,296.5781282857387
896000,295.4087757276528
897000,298.728728652689
898000,296.64741671558477
899000,296.9938962081266
900000,295.7058466139817
901000,296.71780772422755
902000,297.0939288943803
903000,296.1756132367823
904000,296.8188757782803
905000,296.31054011609757
906000,296.2227964775355
907000,294.7776187289344
908000,296.7121422135457
909000,295.2224150992747
910000,298.2378917014849
911000,296.6099144344344
912000,295.63057908839625
913000,296.3690781585214
914000,295.99716387777875
915000,297.8303131532452
916000,300.0638516621501
917000,294.9110012753883
918000,292.9268407381864
919000,295.7628973053984
920000,294.7613424438844
921000,294.32519696948873
922000,296.251847958695
923000,292.6721070740338
924000,295.4928391133871
925000,296.61342083368726
926000,296.25087295835164
927000,296.1576671202234
928000,296.3914509667342
929000,299.4405834897974
930000,297.9013303623417
931000,294.9018285568755
932000,296.1061217763609
933000,295.67027483451665
934000,296.6038282838042
935000,295.6101596309341
936000,294.4534875553206
937000,296.0907594761358
938000,296.7609664626057
939000,298.1497946005239
940000,297.52985546042476
941000,294.23019928054754
942000,294.7081444084739
943000,296.6639191350528
944000,294.4876408998296
945000,296.49919440965084
946000,298.67438213253695
947000,294.1968771527143
948000,296.21358649487115
949000,294.71245020965534
950000,295.30454483743955
951000,297.3812362543286
952000,297.28997452611503
953000,297.3761130601952
954000,294.3406537316423
955000,296.88276392549585
956000,295.4046384772256
957000,296.75133772199496
958000,295.32567644516234
959000,295.5647803960205
960000,296.4790265756491
961000,296.5080694478793
962000,296.1948484207061
963000,296.23747752247056
964000,294.5642392240697
965000,296.38343029961794
966000,295.3699534911074
967000,296.9450065082769
968000,295.040389641384
969000,296.23023519532893
970000,294.8442318847272
971000,295.8588571901781
972000,295.53845281658306
973000,295.3938841827151
974000,295.599994844294
975000,296.1989121668073
976000,297.57680046719696
977000,296.7111576958455
978000,296.8675482081928
979000,297.0704122514557
980000,296.0322583441921
981000,295.9907775915511
982000,297.0380736658674
983000,296.6175177816403
984000,295.88480492866273
985000,295.1528120391221
986000,296.00908585999855
987000,295.3298466157092
988000,294.9840638224405
989000,293.95996438049514
990000,296.1629916075872
991000,295.6367323400604
992000,293.26485426700634
993000,295.3281411448891
994000,295.55954496364586
995000,296.5763020852984
996000,294.9933863219224
997000,296.0673796638327
998000,296.98584416188083
999000,295.0800811428866
1000000,296.61119917897054
1001000,296.6999226290091
1002000,294.8811015275846
1003000,294.2918568695377
1004000,295.17793625214676
1005000,296.80638197748266
1006000,296.1645202235017
1007000,295.61073708091186
1008000,296.6559620855871
1009000,296.1620930728264
1010000,296.7815420546698
1011000,297.20202778326245
1012000,296.1600142112745
1013000,295.9296713067977
1014000,297.4004244192496
1015000,297.70653650714087
