-13 0.0003949447
-11 0.002369668
-9 0.007898894
-7 0.01974724
-5 0.0406793
-3 0.06911532
-1 0.1011058
1 0.1011058
3 0.07306477
5 0.04462875
7 0.02132701
9 0.01224329
11 0.005134281
13 0.001184834
