#"Step","Temperature (K)"
701000,296.5579801738139
702000,294.6420633291929
703000,296.933661814218
704000,297.43656851071563
705000,297.15916783098135
706000,298.56636462920153
707000,297.99059111710653
708000,296.96438878297107
709000,295.00229864315736
710000,297.12628745745707
711000,295.51262636987684
712000,296.9003061542388
713000,296.3221550206938
714000,296.03254496827
715000,295.8563322491592
716000,296.027907395404
717000,295.6389535748255
718000,297.6585938801621
719000,295.5997441927334
720000,297.09943151896215
721000,297.1031579186146
722000,295.0637302424265
723000,296.54248647724074
724000,297.7579602032589
725000,294.7832310267674
726000,297.4315346960592
727000,296.9017698694023
728000,297.11016888311264
729000,296.4954688077271
730000,296.1559883763852
731000,296.43957680449734
732000,295.9540315985225
733000,296.3386500501208
734000,297.4087006816733
735000,296.6081204027286
736000,294.6580312189456
737000,295.6521308561593
738000,293.4272423520166
739000,298.7592121212556
740000,297.549346908351
741000,295.60188547410087
742000,296.82866818738137
743000,296.7080847537078
744000,296.265416755089
745000,295.8328256416183
746000,298.01116158112177
747000,295.6338119627032
748000,297.4588112957699
749000,296.79950967837954
750000,297.517819889592
751000,295.329799362184
752000,296.11318731805505
753000,294.9772639111915
754000,296.9210258390525
755000,295.40916339660896
756000,294.9893204364775
757000,296.3050012876523
758000,297.11605383883665
759000,296.33904845670634
760000,294.9300128559464
761000,295.18800879338124
762000,298.2183178030521
763000,296.7968992864262
764000,295.90346667747883
765000,296.43358791936794
766000,297.4484942736544
767000,296.9315685685975
768000,295.8288537963374
769000,295.3322397054409
770000,298.9215166525587
771000,297.2759492285349
772000,293.36840781519226
773000,293.68972150019437
774000,301.8835116754605
775000,297.1273168597742
776000,296.01807443588916
777000,294.3230217056671
778000,295.2144021184516
779000,298.4427335611369
780000,295.81518793696375
781000,296.69108748355984
782000,297.85015599610864
783000,294.4157123968253
784000,294.9817827676078
785000,296.09654252659567
786000,295.09553145188426
787000,297.78253452097215
788000,295.8005823816902
789000,294.53184419094504
790000,296.7312432674693
791000,296.61489211815444
792000,296.7363497439755
793000,295.3489964288767
794000,295.8024450647775
795000,295.4353644420011
796000,294.76378043269256
797000,296.3381062230299
798000,295.3451139769222
799000,293.94201995567454
800000,296.4414281552265
801000,297.6010014582781
802000,292.95294427694864
803000,297.3260741850245
804000,297.3347678914685
805000,296.1028436896336
806000,297.30506679054463
807000,296.9487720844057
808000,297.1446081087676
809000,297.48464333762615
810000,295.22625340433484
811000,296.88307775135337
812000,297.0533412294536
813000,296.73943492986183
814000,295.53209356825346
815000,295.7397502232476
816000,296.83278611653276
817000,297.0593074376078
818000,296.7373394190668
819000,295.6945978358821
820000,298.18480371497714
821000,295.0411031763163
822000,297.31604602540665
823000,296.3878217658558
824000,296.2092159029045
825000,297.1647292978673
826000,295.1950442907538
827000,294.4127525073799
828000,295.995899956382
829000,294.22432487459315
830000,295.8923160370389
831000,296.53673828815573
832000,297.673582980745
833000,296.26150423912077
834000,296.20451358386225
835000,296.02876918857095
836000,296.65643233552544
837000,296.5359147192336
838000,296.8454044893117
839000,294.38847368088483
840000,296.64719907063505
841000,295.55149383788284
842000,294.7641921463402
843000,297.1939015228647
844000,296.1791689553739
845000,297.12441845989946
846000,297.43541835705946
847000,295.5939893015523
848000,296.17841611316885
849000,295.0068763134962
850000,297.3826330432377
851000,296.9093382248463
852000,296.56772866821115
853000,296.70086541827095
854000,295.9960512614788
855000,295.1195603980615
856000,296.13286747453867
857000,296.66104291587305
858000,295.64331232195127
859000,294.66667831722026
860000,294.38328777778725
861000,295.34439989137223
862000,294.67639879455595
863000,297.705878180837
864000,296.15371279387426
865000,294.2023632155282
866000,295.08461840958296
867000,298.398946478235
868000,293.89010117589197
869000,295.76254938291896
870000,295.9775366375614
871000,295.97477359650236
872000,294.7899050673273
873000,296.84343389580465
874000,297.15747203383023
875000,296.54395653074016
876000,296.9821006827838
877000,296.5287048001838
878000,296.633952911989
879000,294.62083846940925
880000,296.0540189937351
881000,296.6027917936511
882000,295.5704550291827
883000,296.34460101716087
884000,298.9858189856366
885000,297.19052379027
886000,293.4522986762957
887000,295.26887171817987
888000,299.1528169539418
889000,297.0643682747735
890000,296.1718842661498
891000,297.5990511127496
892000,295.6499765926494
893000,296.16005746574666
894000,296.6747281808583
895000,297.0703011482645
896000,298.5721399581357
897000,298.1976811066039
898000,297.44734330227965
899000,295.85834683204706
900000,296.3044436939344
901000,297.7188936264005
902000,297.22989981483437
903000,295.8894789164083
904000,295.867706966804
905000,296.95903827450513
906000,296.43977686265634
907000,295.2368859627927
908000,295.33036229013607
909000,295.1687691649208
910000,299.3955272758372
911000,297.4286510496276
912000,294.4630113276232
913000,295.4986187128068
914000,295.5598724955303
915000,298.3272854897971
916000,294.9507945390719
917000,298.0985248098278
918000,297.13488137646135
919000,295.6229485032295
920000,295.8010222856124
921000,296.5800387439309
922000,294.2884059679653
923000,295.35867718480176
924000,296.24107898367674
925000,295.96233588184697
926000,296.6993858677297
927000,296.9140816467285
928000,296.74431248956364
929000,295.5491714918204
930000,295.3041013478395
931000,295.7171189522453
932000,295.50872400903256
933000,296.8334812840811
934000,295.48274009469134
935000,296.0784005830273
936000,296.1232869329241
937000,295.43642043357863
938000,297.3295865085369
939000,298.1845716832348
940000,296.3189138921793
941000,297.75078108078793
942000,297.18087045850206
943000,297.61525615179784
944000,297.4327250238481
945000,295.47930171751227
946000,298.0187589456801
947000,295.0132247651284
948000,294.879930163663
949000,297.93751626148025
950000,295.4695358626854
951000,296.57269689751723
952000,296.1354478464881
953000,297.8109359361628
954000,296.94965661296936
955000,295.78030578651664
956000,296.02086762315514
957000,296.27511657169543
958000,295.7663497069478
959000,296.8667840181295
960000,295.0979922965088
961000,296.1417045512232
962000,295.66015925551545
963000,295.9772469353685
964000,296.6850650944338
965000,298.5011715794657
966000,297.2642811178518
967000,297.9903792844124
968000,298.1282467140554
969000,295.26290701269073
970000,296.71103279843663
971000,293.81759896503695
972000,296.6713961040546
973000,295.6983017738802
974000,295.67487822891144
975000,296.8349063913335
976000,296.66760784996615
977000,295.90813365013406
978000,296.5036656307269
979000,298.0710539654505
980000,295.3404027935204
981000,295.890228348611
982000,295.12899473709314
983000,296.0891533885875
984000,296.6603676592915
985000,297.871361975306
986000,295.5884341082827
987000,295.48667306644677
988000,296.0903136264399
989000,296.7234218147259
990000,298.7918275048378
991000,295.865515527295
992000,298.2140800963728
993000,297.7307735402451
994000,297.01173703081383
995000,298.82480833317675
996000,298.61739421290997
997000,295.7987886585304
998000,298.1620548311974
999000,296.9564902304247
1000000,295.5805095125116
1001000,295.79709381100986
1002000,295.2328428094959
1003000,296.7982496247159
1004000,295.7639137191079
1005000,296.8171138541702
1006000,295.76426036610223
1007000,296.3566720444272
1008000,296.4017480658712
1009000,296.9873159477422
1010000,295.45169186115083
1011000,296.31614438481114
1012000,296.65037155268897
1013000,296.06037211376196
1014000,296.7965893737956
1015000,294.02022396122214
1016000,294.24281834459185
1017000,296.50221738573873
1018000,296.3968259100561
1019000,293.8180566598528
1020000,298.96966070792166
1021000,295.4022495385136
1022000,294.3479419635805
1023000,296.99165218008807
1024000,297.05631702302924
1025000,295.8050020139887
1026000,296.62286722617785
1027000,297.0715692810354
1028000,296.33097852326847
1029000,295.00520958999647
1030000,295.74863974758284
1031000,293.88482217403896
1032000,293.78687787196964
1033000,295.7754856716628
1034000,297.27391522142017
1035000,296.8826196790697
1036000,297.00963552056896
1037000,295.8502959776683
1038000,297.0409653778297
1039000,295.02531768919266
1040000,296.22519100595747
1041000,296.0411259534241
1042000,297.812126705959
1043000,294.75847859012856
1044000,296.5257096871192
1045000,296.99301003898773
1046000,293.8165050019566
1047000,296.421311802064
1048000,295.3172851133077
1049000,296.71051717444095
1050000,296.8815692536918
1051000,296.7265428704224
1052000,297.6549422734553
1053000,296.5887734816369
1054000,294.27307632737495
1055000,296.3179162556522
1056000,297.66692481197583
1057000,294.80700473937196
1058000,294.66685648510327
1059000,298.9161698050361
1060000,295.28501522347875
1061000,296.6005946598427
1062000,297.11169620172984
1063000,297.6589537062511
1064000,296.92441247846455
1065000,296.0211771116411
1066000,295.8289946501522
1067000,298.5637363704175
1068000,295.1715541255057
1069000,297.2781317301768
1070000,295.2925378035795
1071000,297.9419426565671
1072000,297.1970522429641
1073000,297.11428999673353
1074000,295.0007364822332
1075000,293.87050709315224
1076000,296.5147021089158
1077000,295.51168678551346
