-13 0.00152439
-11 0.00304878
-9 0.009146341
-7 0.02134146
-5 0.04268293
-3 0.08485772
-1 0.1006098
1 0.09502033
3 0.0726626
5 0.03658537
7 0.02134146
9 0.007113821
11 0.00152439
13 0.00203252
15 0.0005081301
